wavelength_nm,x_bar,y_bar,z_bar,x_chromaticity,y_chromaticity
573,0.898997097491131,0.938016182726582,0.00025491003946911045,0.4893118502015151,0.5105494057431419
574,0.9154345200837183,0.9310120032759788,0.00023178453916020947,0.49571953933075424,0.5041549463670694
575,0.9314701948155181,0.9235567577238393,0.00021081703736354013,0.5020759118266745,0.4978104547400154
576,0.9470660955524394,0.9156495484610252,0.0001918035938818383,0.50838064809329,0.4915163926351004
577,0.962263727718952,0.9073706743097828,0.0001745593246150253,0.5146321082034363,0.4852745350268493
578,0.9771274228963848,0.8988171091480116,0.0001589168114437061,0.5208281150446663,0.47908717917242993
579,0.9917242244552761,0.890081476078438,0.00014472447675596386,0.5269661789575348,0.4729569197198625
580,1.006124352653087,0.8812521723230777,0.00013184513485974515,0.5330436508707541,0.46688649771192375
581,1.020360387194419,0.8723875807631438,0.000120154627243683,0.5390551909137049,0.460881331538224
582,1.0343000996209173,0.8634396342007146,0.00010954058658130287,0.544985375587022,0.4549569061378449
583,1.0477692811600259,0.8543360987545212,0.00009990138026125952,0.5508181958399474,0.4491292854433591
584,1.06059195383926,0.8450070996075865,0.00009114504949867841,0.5565395438755488,0.4434126282825645
585,1.072590201120023,0.8353850007070783,0.00008318843839817013,0.5621369904569723,0.43781941106678474
586,1.0836196803611542,0.8254182687610875,0.00007595633427551574,0.5676034715707722,0.43235674225719345
587,1.0936683059241736,0.8151117077886322,0.00006938071006597102,0.5729463566479205,0.4270172964772194
588,1.102756416520813,0.8044846384519315,0.00006340001867914206,0.578175347745293,0.4217914116157973
589,1.1109036265854324,0.7935571447492574,0.000057958642542292386,0.5832988718355703,0.41667069599191825
590,1.1181284929537894,0.7823499916107883,0.000053006252612403435,0.5883241074174554,0.4116480023566427
591,1.1244372916453358,0.7708830711284526,0.000048497343307658994,0.5932551258523199,0.40671928686262543
592,1.129791650434642,0.759170886301689,0.00004439074363642382,0.598087616302097,0.4018888841844864
593,1.134146346219867,0.7472267254394238,0.00004064920692005502,0.6028160279907501,0.3971623663376907
594,1.1374605913005582,0.735063969539984,0.000037239039281374866,0.6074355417127262,0.3925445716062127
595,1.139699472929577,0.722696217630825,0.00003412975052595627,0.6119422383063579,0.3880394363048658
596,1.1408389958629646,0.7101380356756666,0.000031293743985021065,0.6163338004915665,0.3836492931857781
597,1.140884447080619,0.6974073094371083,0.00002870602937364367,0.6206123852311674,0.37937199941233835
598,1.1398495180509274,0.684523196117054,0.00002634397773195207,0.6247808082127876,0.3752047519761335
599,1.1377508928349744,0.6715051701265513,0.000024187094423164404,0.6288417136039547,0.37114491804450206
600,1.1346082364065626,0.658373025777251,0.000022216809538183205,0.6327975654813381,0.3671900436840659
601,1.1304322110922176,0.6451437260131019,0.00002041629681950992,0.6366493200587218,0.36333918166534385
602,1.125193405466035,0.6318221673718175,0.000018770293305334472,0.6403935186951791,0.35959579836434286
603,1.1188580754282302,0.6184109838569651,0.000017264959550694475,0.6440262953860721,0.3559637667244104
604,1.1114003161473025,0.6049135325636094,0.000015887741271042434,0.6475447535184428,0.35244598966980745
605,1.1028016142110462,0.5913340633849888,0.000014627242941101675,0.6509467377605933,0.34904462826938687
606,1.0930611146730986,0.5776808753783568,0.000013473121883195234,0.6542316567362886,0.3457602791740344
607,1.0822232795764588,0.5639760439585075,0.000012415978734106048,0.657402236662553,0.34259022118570787
608,1.0703451188732844,0.5502443697614327,0.000011447275177320618,0.6604618664324873,0.33953106996849614
609,1.057486370946536,0.5365098577561178,0.00001055925392747797,0.6634139697122423,0.3365794059408558
610,1.0437076242851877,0.5227956063924989,0.000009744859257904853,0.6662617166815628,0.3337320625852481
611,1.029067174026816,0.5091220239768368,0.000008997676396060053,0.6690081791260052,0.3309859713830637
612,1.0136091533427602,0.4955019250250462,0.000008311868331542794,0.6716560398737947,0.3283384523655965
613,0.9973757426828325,0.48194620414812417,0.000007682123720187,0.6742079136125987,0.3257868934110897
614,0.9804105002384609,0.4684655616739305,0.00000710360763443307,0.676666361767394,0.3233287354165587
